Entity,Code,Day,Temperature anomaly
Brazil,BRA,1990-09-15,-1.3298931
Brazil,BRA,1990-10-15,-0.17156792
Brazil,BRA,1990-11-15,0.2670231
Brazil,BRA,1990-12-15,-0.18379402
Brazil,BRA,1991-01-15,-0.47650337
Brazil,BRA,1991-02-15,-0.086586
Brazil,BRA,1991-03-15,-0.3963127
Brazil,BRA,1991-04-15,-0.39186478
Brazil,BRA,1991-05-15,-0.22152138
Brazil,BRA,1991-06-15,-0.1663208
Brazil,BRA,1991-07-15,-0.71367264
Brazil,BRA,1991-08-15,-0.8832264
Brazil,BRA,1991-09-15,-0.8253746
Brazil,BRA,1991-10-15,-0.8018322
Brazil,BRA,1991-11-15,-0.32698822
Brazil,BRA,1991-12-15,-0.055448532
Brazil,BRA,1992-01-15,-0.21438408
Brazil,BRA,1992-02-15,-0.59801865
Brazil,BRA,1992-03-15,-0.32035065
Brazil,BRA,1992-04-15,-0.13548088
Brazil,BRA,1992-05-15,0.56983185
Brazil,BRA,1992-06-15,0.2720852
Brazil,BRA,1992-07-15,-0.8921299
Brazil,BRA,1992-08-15,-0.96691513
Brazil,BRA,1992-09-15,-1.3762589
Brazil,BRA,1992-10-15,-0.7997112
Brazil,BRA,1992-11-15,-0.8084793
Brazil,BRA,1992-12-15,-0.66675377
Brazil,BRA,1993-01-15,-0.26210976
Brazil,BRA,1993-02-15,-0.73897934
Brazil,BRA,1993-03-15,-0.1366539
Brazil,BRA,1993-04-15,0.0351696
Brazil,BRA,1993-05-15,-0.07837105
Brazil,BRA,1993-06-15,-0.2427311
Brazil,BRA,1993-07-15,-0.32494164
Brazil,BRA,1993-08-15,-0.7970352
Brazil,BRA,1993-09-15,-0.6637516
Brazil,BRA,1993-10-15,-0.5138054
Brazil,BRA,1993-11-15,0.042676926
Brazil,BRA,1993-12-15,-0.17823982
Brazil,BRA,1994-01-15,-0.420866
Brazil,BRA,1994-02-15,-0.16443062
Brazil,BRA,1994-03-15,-0.50915146
Brazil,BRA,1994-04-15,-0.42735863
Brazil,BRA,1994-05-15,0.09628487
Brazil,BRA,1994-06-15,-0.58935165
Brazil,BRA,1994-07-15,-0.6114025
Brazil,BRA,1994-08-15,-0.5751114
Brazil,BRA,1994-09-15,-0.2286129
Brazil,BRA,1994-10-15,-0.22605133
Brazil,BRA,1994-11-15,-0.036935806
Brazil,BRA,1994-12-15,0.064201355
Brazil,BRA,1995-01-15,0.06053734
Brazil,BRA,1995-02-15,-0.23631287
Brazil,BRA,1995-03-15,-0.003534317
Brazil,BRA,1995-04-15,-0.5898113
Brazil,BRA,1995-05-15,-0.42731094
Brazil,BRA,1995-06-15,-0.32374573
Brazil,BRA,1995-07-15,0.21979332
Brazil,BRA,1995-08-15,0.21809196
Brazil,BRA,1995-09-15,-0.068777084
Brazil,BRA,1995-10-15,-0.33081436
Brazil,BRA,1995-11-15,-0.7213669
Brazil,BRA,1995-12-15,-0.41015816
Brazil,BRA,1996-01-15,-0.35855484
Brazil,BRA,1996-02-15,-0.11342621
Brazil,BRA,1996-03-15,-0.2720642
Brazil,BRA,1996-04-15,-0.39450073
Brazil,BRA,1996-05-15,-0.3545246
Brazil,BRA,1996-06-15,-1.0568523
Brazil,BRA,1996-07-15,-0.62067413
Brazil,BRA,1996-08-15,-0.31454086
Brazil,BRA,1996-09-15,-0.56829834
Brazil,BRA,1996-10-15,-0.65420914
Brazil,BRA,1996-11-15,-0.5795307
Brazil,BRA,1996-12-15,-0.089035034
Brazil,BRA,1997-01-15,-0.5439873
Brazil,BRA,1997-02-15,-0.41804314
Brazil,BRA,1997-03-15,-0.79431725
Brazil,BRA,1997-04-15,-0.7397003
Brazil,BRA,1997-05-15,-0.63103104
Brazil,BRA,1997-06-15,-0.20234871
Brazil,BRA,1997-07-15,0.059541702
Brazil,BRA,1997-08-15,-0.3550701
Brazil,BRA,1997-09-15,0.55023575
Brazil,BRA,1997-10-15,0.51451874
Brazil,BRA,1997-11-15,0.5592537
Brazil,BRA,1997-12-15,0.4154415
Brazil,BRA,1998-01-15,0.6089115
Brazil,BRA,1998-02-15,1.0762806
Brazil,BRA,1998-03-15,0.8056755
Brazil,BRA,1998-04-15,1.0796928
Brazil,BRA,1998-05-15,0.30466843
Brazil,BRA,1998-06-15,0.09032631
Brazil,BRA,1998-07-15,0.5479164
Brazil,BRA,1998-08-15,0.53580093
Brazil,BRA,1998-09-15,0.09338951
Brazil,BRA,1998-10-15,-0.13175392
Brazil,BRA,1998-11-15,-0.52676773
Brazil,BRA,1998-12-15,-0.18721962
Brazil,BRA,1999-01-15,-0.27929306
Brazil,BRA,1999-02-15,-0.13404274
Brazil,BRA,1999-03-15,-0.28907394
Brazil,BRA,1999-04-15,-0.4908104
Brazil,BRA,1999-05-15,-0.7595234
Brazil,BRA,1999-06-15,-0.19657135
Brazil,BRA,1999-07-15,-0.13450813
Brazil,BRA,1999-08-15,-0.4862213
Brazil,BRA,1999-09-15,-0.36820793
Brazil,BRA,1999-10-15,-0.6512737
Brazil,BRA,1999-11-15,-0.80262375
Brazil,BRA,1999-12-15,-0.417387
Brazil,BRA,2000-01-15,-0.47902107
Brazil,BRA,2000-02-15,-0.6473503
Brazil,BRA,2000-03-15,-0.673645
Brazil,BRA,2000-04-15,-0.56866837
Brazil,BRA,2000-05-15,-0.31222916
Brazil,BRA,2000-06-15,-0.052453995
Brazil,BRA,2000-07-15,-1.0789204
Brazil,BRA,2000-08-15,-0.35825348
Brazil,BRA,2000-09-15,-1.0864868
Brazil,BRA,2000-10-15,-0.18751144
Brazil,BRA,2000-11-15,-0.51041603
Brazil,BRA,2000-12-15,-0.4100151
Brazil,BRA,2001-01-15,-0.5638447
Brazil,BRA,2001-02-15,-0.1235733
Brazil,BRA,2001-03-15,-0.21264839
Brazil,BRA,2001-04-15,0.05716133
Brazil,BRA,2001-05-15,-0.016489029
Brazil,BRA,2001-06-15,-0.75907516
Brazil,BRA,2001-07-15,-0.044303894
Brazil,BRA,2001-08-15,0.063072205
Brazil,BRA,2001-09-15,-0.4450264
Brazil,BRA,2001-10-15,-0.3578186
Brazil,BRA,2001-11-15,0.09436607
Brazil,BRA,2001-12-15,-0.21039963
Brazil,BRA,2002-01-15,-0.25214958
Brazil,BRA,2002-02-15,-0.1935997
Brazil,BRA,2002-03-15,0.2839012
Brazil,BRA,2002-04-15,0.37748337
Brazil,BRA,2002-05-15,0.4856491
Brazil,BRA,2002-06-15,0.11875534
Brazil,BRA,2002-07-15,0.30343628
Brazil,BRA,2002-08-15,0.40203094
Brazil,BRA,2002-09-15,-0.29520798
Brazil,BRA,2002-10-15,0.5473194
Brazil,BRA,2002-11-15,0.2800827
Brazil,BRA,2002-12-15,0.24901962
Brazil,BRA,2003-01-15,0.41670036
Brazil,BRA,2003-02-15,0.1872921
Brazil,BRA,2003-03-15,-0.19164276
Brazil,BRA,2003-04-15,-0.053604126
Brazil,BRA,2003-05-15,-0.07923317
Brazil,BRA,2003-06-15,0.22428894
Brazil,BRA,2003-07-15,0.045770645
Brazil,BRA,2003-08-15,-0.5040417
Brazil,BRA,2003-09-15,-0.38628578
Brazil,BRA,2003-10-15,-0.2224617
Brazil,BRA,2003-11-15,-0.059827805
Brazil,BRA,2003-12-15,0.33982086
Brazil,BRA,2004-01-15,-0.1669445
Brazil,BRA,2004-02-15,-0.5027752
Brazil,BRA,2004-03-15,-0.18717003
Brazil,BRA,2004-04-15,0.20933723
Brazil,BRA,2004-05-15,-0.33348083
Brazil,BRA,2004-06-15,-0.35279846
Brazil,BRA,2004-07-15,-0.43535805
Brazil,BRA,2004-08-15,-0.29714584
Brazil,BRA,2004-09-15,0.059598923
Brazil,BRA,2004-10-15,-0.20544434
Brazil,BRA,2004-11-15,0.24529648
Brazil,BRA,2004-12-15,0.1679821
Brazil,BRA,2005-01-15,0.38256264
Brazil,BRA,2005-02-15,0.25190926
Brazil,BRA,2005-03-15,0.14116287
Brazil,BRA,2005-04-15,0.30492973
Brazil,BRA,2005-05-15,0.347826
Brazil,BRA,2005-06-15,0.63459015
Brazil,BRA,2005-07-15,-0.072603226
Brazil,BRA,2005-08-15,0.39640617
Brazil,BRA,2005-09-15,-0.25923157
Brazil,BRA,2005-10-15,0.37768555
Brazil,BRA,2005-11-15,0.13862991
Brazil,BRA,2005-12-15,-0.5702858
Brazil,BRA,2006-01-15,0.26460266
Brazil,BRA,2006-02-15,0.14255714
Brazil,BRA,2006-03-15,-0.021644592
Brazil,BRA,2006-04-15,-0.4550209
Brazil,BRA,2006-05-15,-0.89375687
Brazil,BRA,2006-06-15,-0.03011322
Brazil,BRA,2006-07-15,0.39782715
Brazil,BRA,2006-08-15,0.33540344
Brazil,BRA,2006-09-15,-0.26321983
Brazil,BRA,2006-10-15,-0.11059189
Brazil,BRA,2006-11-15,-0.23028946
Brazil,BRA,2006-12-15,0.1620388
Brazil,BRA,2007-01-15,0.5714321
Brazil,BRA,2007-02-15,0.06965828
Brazil,BRA,2007-03-15,0.22151947
Brazil,BRA,2007-04-15,0.29314423
Brazil,BRA,2007-05-15,-0.15389633
Brazil,BRA,2007-06-15,0.15232849
Brazil,BRA,2007-07-15,0.08529854
Brazil,BRA,2007-08-15,-0.20409393
Brazil,BRA,2007-09-15,0.3654499
Brazil,BRA,2007-10-15,0.150671
Brazil,BRA,2007-11-15,0.22445679
Brazil,BRA,2007-12-15,-0.13540077
Brazil,BRA,2008-01-15,-0.39829636
Brazil,BRA,2008-02-15,-0.33720398
Brazil,BRA,2008-03-15,-0.61143875
Brazil,BRA,2008-04-15,-0.38142586
Brazil,BRA,2008-05-15,-0.6158047
Brazil,BRA,2008-06-15,-0.569479
Brazil,BRA,2008-07-15,0.19934845
Brazil,BRA,2008-08-15,0.41278458
Brazil,BRA,2008-09-15,-0.24206734
Brazil,BRA,2008-10-15,0.22407722
Brazil,BRA,2008-11-15,0.14839554
Brazil,BRA,2008-12-15,-0.36722755
Brazil,BRA,2009-01-15,-0.17458344
Brazil,BRA,2009-02-15,-0.15421677
Brazil,BRA,2009-03-15,0.08676529
Brazil,BRA,2009-04-15,-0.2917328
Brazil,BRA,2009-05-15,-0.17622185
Brazil,BRA,2009-06-15,-0.6321087
Brazil,BRA,2009-07-15,0.09927559
Brazil,BRA,2009-08-15,0.22786713
Brazil,BRA,2009-09-15,0.32721138
Brazil,BRA,2009-10-15,-0.012081146
Brazil,BRA,2009-11-15,0.8617325
Brazil,BRA,2009-12-15,-0.010543823
Brazil,BRA,2010-01-15,0.30288696
Brazil,BRA,2010-02-15,1.0469761
Brazil,BRA,2010-03-15,0.885849
Brazil,BRA,2010-04-15,0.35637474
Brazil,BRA,2010-05-15,0.48945045
Brazil,BRA,2010-06-15,0.32352448
Brazil,BRA,2010-07-15,0.27358437
Brazil,BRA,2010-08-15,-0.107831955
Brazil,BRA,2010-09-15,0.5741329
Brazil,BRA,2010-10-15,0.06757927
Brazil,BRA,2010-11-15,-0.12325096
Brazil,BRA,2010-12-15,-0.06938553
Brazil,BRA,2011-01-15,-0.2317276
Brazil,BRA,2011-02-15,-0.21480942
Brazil,BRA,2011-03-15,-0.34597778
Brazil,BRA,2011-04-15,-0.14674187
Brazil,BRA,2011-05-15,-0.14951515
Brazil,BRA,2011-06-15,0.053791046
Brazil,BRA,2011-07-15,0.28783035
Brazil,BRA,2011-08-15,0.39606476
Brazil,BRA,2011-09-15,0.14577484
Brazil,BRA,2011-10-15,-0.53899956
Brazil,BRA,2011-11-15,-0.49110222
Brazil,BRA,2011-12-15,-0.034362793
Brazil,BRA,2012-01-15,-0.48218155
Brazil,BRA,2012-02-15,-0.20811462
Brazil,BRA,2012-03-15,-0.045223236
Brazil,BRA,2012-04-15,0.33581161
Brazil,BRA,2012-05-15,0.173172
Brazil,BRA,2012-06-15,0.29829597
Brazil,BRA,2012-07-15,0.017122269
Brazil,BRA,2012-08-15,0.22031021
Brazil,BRA,2012-09-15,0.46594238
Brazil,BRA,2012-10-15,0.5608635
Brazil,BRA,2012-11-15,0.2823162
Brazil,BRA,2012-12-15,0.45076752
Brazil,BRA,2013-01-15,0.101911545
Brazil,BRA,2013-02-15,0.21978188
Brazil,BRA,2013-03-15,0.3977871
Brazil,BRA,2013-04-15,-0.04286766
Brazil,BRA,2013-05-15,0.2728939
Brazil,BRA,2013-06-15,0.54449654
Brazil,BRA,2013-07-15,-0.035736084
Brazil,BRA,2013-08-15,-0.33440208
Brazil,BRA,2013-09-15,-0.036312103
Brazil,BRA,2013-10-15,-0.25271225
Brazil,BRA,2013-11-15,-0.21548271
Brazil,BRA,2013-12-15,0.12358475
Brazil,BRA,2014-01-15,0.16334724
Brazil,BRA,2014-02-15,0.016283035
Brazil,BRA,2014-03-15,-0.06915665
Brazil,BRA,2014-04-15,0.08536911
Brazil,BRA,2014-05-15,0.073984146
Brazil,BRA,2014-06-15,0.40855026
Brazil,BRA,2014-07-15,0.2131691
Brazil,BRA,2014-08-15,0.23517418
Brazil,BRA,2014-09-15,0.5171356
Brazil,BRA,2014-10-15,0.24876595
Brazil,BRA,2014-11-15,0.116952896
Brazil,BRA,2014-12-15,0.07091713
Brazil,BRA,2015-01-15,0.47219658
Brazil,BRA,2015-02-15,0.13858414
Brazil,BRA,2015-03-15,-0.027389526
Brazil,BRA,2015-04-15,0.24742317
Brazil,BRA,2015-05-15,0.21644211
Brazil,BRA,2015-06-15,0.502676
Brazil,BRA,2015-07-15,0.6003933
Brazil,BRA,2015-08-15,0.9630585
Brazil,BRA,2015-09-15,1.3398094
Brazil,BRA,2015-10-15,1.2393742
Brazil,BRA,2015-11-15,1.2257729
Brazil,BRA,2015-12-15,1.304039
Brazil,BRA,2016-01-15,0.6576023
Brazil,BRA,2016-02-15,1.1294632
Brazil,BRA,2016-03-15,0.82985497
Brazil,BRA,2016-04-15,1.1759148
Brazil,BRA,2016-05-15,0.65758705
Brazil,BRA,2016-06-15,0.01875496
Brazil,BRA,2016-07-15,0.7908611
Brazil,BRA,2016-08-15,0.74106216
Brazil,BRA,2016-09-15,-0.10947609
Brazil,BRA,2016-10-15,0.25773048
Brazil,BRA,2016-11-15,0.45329666
Brazil,BRA,2016-12-15,0.18616676
Brazil,BRA,2017-01-15,0.26335716
Brazil,BRA,2017-02-15,0.09752655
Brazil,BRA,2017-03-15,0.23296547
Brazil,BRA,2017-04-15,0.2175026
Brazil,BRA,2017-05-15,0.90651894
Brazil,BRA,2017-06-15,0.4605713
Brazil,BRA,2017-07-15,-0.015686035
Brazil,BRA,2017-08-15,0.8374233
Brazil,BRA,2017-09-15,0.732275
Brazil,BRA,2017-10-15,0.5502567
Brazil,BRA,2017-11-15,0.18132591
Brazil,BRA,2017-12-15,0.13082886
Brazil,BRA,2018-01-15,0.09988022
Brazil,BRA,2018-02-15,-0.22873497
Brazil,BRA,2018-03-15,0.4112053
Brazil,BRA,2018-04-15,-0.10517311
Brazil,BRA,2018-05-15,0.14484596
Brazil,BRA,2018-06-15,-0.03882408
Brazil,BRA,2018-07-15,0.43897057
Brazil,BRA,2018-08-15,-0.09317589
Brazil,BRA,2018-09-15,0.27755547
Brazil,BRA,2018-10-15,0.3530941
Brazil,BRA,2018-11-15,0.14259338
Brazil,BRA,2018-12-15,-0.27289963
Brazil,BRA,2019-01-15,0.50371933
Brazil,BRA,2019-02-15,0.454216
Brazil,BRA,2019-03-15,0.49230003
Brazil,BRA,2019-04-15,0.56149864
Brazil,BRA,2019-05-15,0.84436035
Brazil,BRA,2019-06-15,0.89138794
Brazil,BRA,2019-07-15,0.21782112
Brazil,BRA,2019-08-15,0.25894547
Brazil,BRA,2019-09-15,1.0719719
Brazil,BRA,2019-10-15,0.2734661
Brazil,BRA,2019-11-15,0.43484497
Brazil,BRA,2019-12-15,0.36973763
Brazil,BRA,2020-01-15,0.4348297
Brazil,BRA,2020-02-15,0.2696724
Brazil,BRA,2020-03-15,0.3184204
Brazil,BRA,2020-04-15,-0.12199974
Brazil,BRA,2020-05-15,-0.38059616
Brazil,BRA,2020-06-15,0.21831322
Brazil,BRA,2020-07-15,0.18198204
Brazil,BRA,2020-08-15,0.033611298
Brazil,BRA,2020-09-15,0.702116
Brazil,BRA,2020-10-15,0.6317158
Brazil,BRA,2020-11-15,0.0010795593
Brazil,BRA,2020-12-15,0.050237656
Brazil,BRA,2021-01-15,-0.008264542
Brazil,BRA,2021-02-15,-0.21041298
Brazil,BRA,2021-03-15,-0.21014214
Brazil,BRA,2021-04-15,-0.12659264
Brazil,BRA,2021-05-15,-0.0474205
Brazil,BRA,2021-06-15,-0.0590477
Brazil,BRA,2021-07-15,-0.31806374
Brazil,BRA,2021-08-15,0.37796783
Brazil,BRA,2021-09-15,0.76530457
Brazil,BRA,2021-10-15,0.064899445
Brazil,BRA,2021-11-15,-0.31118965
Brazil,BRA,2021-12-15,-0.20043945
Brazil,BRA,2022-01-15,-0.071380615
Brazil,BRA,2022-02-15,-0.0200634
Brazil,BRA,2022-03-15,-0.1459961
Brazil,BRA,2022-04-15,0.089941025
Brazil,BRA,2022-05-15,-0.4860363
Brazil,BRA,2022-06-15,-0.48167992
Brazil,BRA,2022-07-15,0.59436226
Brazil,BRA,2022-08-15,-0.33366394
Brazil,BRA,2022-09-15,-0.13632011
Brazil,BRA,2022-10-15,-0.11407852
Brazil,BRA,2022-11-15,-0.807251
Brazil,BRA,2022-12-15,-0.54453087
Brazil,BRA,2023-01-15,-0.6238632
Brazil,BRA,2023-02-15,-0.1777687
Brazil,BRA,2023-03-15,-0.070171356
Brazil,BRA,2023-04-15,-0.085826874
Brazil,BRA,2023-05-15,0.3316784
Brazil,BRA,2023-06-15,-0.09526253
Brazil,BRA,2023-07-15,0.63163567
Brazil,BRA,2023-08-15,1.0006504
Brazil,BRA,2023-09-15,1.3755779
Brazil,BRA,2023-10-15,1.4591751
Brazil,BRA,2023-11-15,1.608284
Brazil,BRA,2023-12-15,1.1707935
Brazil,BRA,2024-01-15,0.7294884
Brazil,BRA,2024-02-15,0.8163929
Brazil,BRA,2024-03-15,1.1001816
Brazil,BRA,2024-04-15,0.9106941
Brazil,BRA,2024-05-15,0.75811195
Brazil,BRA,2024-06-15,1.0278702
Brazil,BRA,2024-07-15,0.37183
Brazil,BRA,2024-08-15,0.46295166
Brazil,BRA,2024-09-15,1.4463863
Brazil,BRA,2024-10-15,1.0113392
China,CHN,1940-01-15,-1.0357885
China,CHN,1940-02-15,-2.0091624
China,CHN,1940-03-15,-2.178932
China,CHN,1940-04-15,-2.808258
China,CHN,1940-05-15,-1.2985525
China,CHN,1940-06-15,-0.9845581
China,CHN,1940-07-15,-0.18088913
China,CHN,1940-08-15,-1.0337353
China,CHN,1940-09-15,-1.242526
China,CHN,1940-10-15,-0.12631941
China,CHN,1940-11-15,-1.39454
China,CHN,1940-12-15,0.4394765
China,CHN,1941-01-15,-0.057928085
China,CHN,1941-02-15,-1.1501999
China,CHN,1941-03-15,-1.2158213
China,CHN,1941-04-15,-1.4423699
China,CHN,1941-05-15,-1.024662
China,CHN,1941-06-15,-0.469038
China,CHN,1941-07-15,-0.72514534
China,CHN,1941-08-15,-0.522316
China,CHN,1941-09-15,-1.193697
China,CHN,1941-10-15,-0.33209372
China,CHN,1941-11-15,-0.7535966
China,CHN,1941-12-15,0.26922464
China,CHN,1942-01-15,0.06162834
China,CHN,1942-02-15,-2.187758
China,CHN,1942-03-15,1.3383856
China,CHN,1942-04-15,-0.5802593
China,CHN,1942-05-15,-0.8266878
China,CHN,1942-06-15,0.052059174
China,CHN,1942-07-15,0.031089783
China,CHN,1942-08-15,-0.32872772
China,CHN,1942-09-15,-0.6617832
China,CHN,1942-10-15,-0.22629642
China,CHN,1942-11-15,-1.2631645
China,CHN,1942-12-15,-1.0308046
China,CHN,1943-01-15,-0.78737164
China,CHN,1943-02-15,-0.6053834
China,CHN,1943-03-15,0.29974937
China,CHN,1943-04-15,-1.1924763
China,CHN,1943-05-15,0.0074357986
China,CHN,1943-06-15,-0.4841957
China,CHN,1943-07-15,-0.4167385
China,CHN,1943-08-15,-0.4887867
China,CHN,1943-09-15,-0.42331314
China,CHN,1943-10-15,-1.1313982
China,CHN,1943-11-15,-1.3431468
China,CHN,1943-12-15,-0.11237097
China,CHN,1944-01-15,-0.064097404
China,CHN,1944-02-15,-1.060905
China,CHN,1944-03-15,0.3017943
China,CHN,1944-04-15,-1.2923565
China,CHN,1944-05-15,-0.8881264
China,CHN,1944-06-15,0.4182968
China,CHN,1944-07-15,0.8683548
China,CHN,1944-08-15,-0.09682846
China,CHN,1944-09-15,0.34413338
China,CHN,1944-10-15,-0.35725784
China,CHN,1944-11-15,-1.5860672
China,CHN,1944-12-15,-4.075105
China,CHN,1945-01-15,-2.1456814
China,CHN,1945-02-15,-4.6017146
China,CHN,1945-03-15,-1.7978394
China,CHN,1945-04-15,-0.49536514
China,CHN,1945-05-15,-1.2351513
China,CHN,1945-06-15,0.10914421
China,CHN,1945-07-15,-0.056756973
China,CHN,1945-08-15,-0.020484924
China,CHN,1945-09-15,0.32911968
China,CHN,1945-10-15,-0.7825403
China,CHN,1945-11-15,-0.14848395
China,CHN,1945-12-15,-1.2980471
China,CHN,1946-01-15,1.1893196
China,CHN,1946-02-15,1.1209791
China,CHN,1946-03-15,-2.2108836
China,CHN,1946-04-15,0.1415739
China,CHN,1946-05-15,-0.4023342
China,CHN,1946-06-15,0.06394005
China,CHN,1946-07-15,0.19203758
China,CHN,1946-08-15,0.39457512
China,CHN,1946-09-15,-0.1103363
China,CHN,1946-10-15,-0.020073414
China,CHN,1946-11-15,-0.28246382
China,CHN,1946-12-15,-0.99691343
China,CHN,1947-01-15,-0.1707797
China,CHN,1947-02-15,-1.7968488
China,CHN,1947-03-15,-1.0231848
China,CHN,1947-04-15,-0.31963825
China,CHN,1947-05-15,0.24711609
China,CHN,1947-06-15,-0.42731857
China,CHN,1947-07-15,-0.41321373
China,CHN,1947-08-15,-0.40159416
China,CHN,1947-09-15,0.084383965
China,CHN,1947-10-15,-1.0833554
China,CHN,1947-11-15,-0.87431586
China,CHN,1947-12-15,-1.880158
China,CHN,1948-01-15,0.19122458
China,CHN,1948-02-15,-1.1044297
China,CHN,1948-03-15,-0.5644119
China,CHN,1948-04-15,0.3757105
China,CHN,1948-05-15,-1.1948595
China,CHN,1948-06-15,0.012365341
China,CHN,1948-07-15,-0.33695793
China,CHN,1948-08-15,0.035974503
China,CHN,1948-09-15,-0.07196045
China,CHN,1948-10-15,-0.9349761
China,CHN,1948-11-15,-1.706132
China,CHN,1948-12-15,0.48328257
China,CHN,1949-01-15,0.7472477
China,CHN,1949-02-15,0.3936398
China,CHN,1949-03-15,-0.49365842
China,CHN,1949-04-15,-0.27746487
China,CHN,1949-05-15,0.31629467
China,CHN,1949-06-15,-0.4529152
China,CHN,1949-07-15,-0.6718712
China,CHN,1949-08-15,0.04572487
China,CHN,1949-09-15,-0.24047852
China,CHN,1949-10-15,0.55895805
China,CHN,1949-11-15,-0.7706269
China,CHN,1949-12-15,-1.7752571
China,CHN,1950-01-15,1.22685
China,CHN,1950-02-15,-1.9381623
China,CHN,1950-03-15,-0.123122215
China,CHN,1950-04-15,-1.4242244
China,CHN,1950-05-15,-0.12507534
China,CHN,1950-06-15,-1.1045933
China,CHN,1950-07-15,-0.25442696
China,CHN,1950-08-15,-0.7387867
China,CHN,1950-09-15,-0.8432121
China,CHN,1950-10-15,0.50969505
China,CHN,1950-11-15,-0.7166142
China,CHN,1950-12-15,-1.3339372
China,CHN,1951-01-15,-1.5643167
China,CHN,1951-02-15,-1.7364087
China,CHN,1951-03-15,-2.5823061
China,CHN,1951-04-15,-2.8381257
China,CHN,1951-05-15,-0.118107796
China,CHN,1951-06-15,-0.68935585
China,CHN,1951-07-15,-1.1201572
China,CHN,1951-08-15,0.2053833
China,CHN,1951-09-15,-1.0324383
China,CHN,1951-10-15,1.008501
China,CHN,1951-11-15,-0.1333958
China,CHN,1951-12-15,1.3924537
China,CHN,1952-01-15,0.21681452
China,CHN,1952-02-15,-2.2847824
China,CHN,1952-03-15,-1.6553028
China,CHN,1952-04-15,-0.3572464
China,CHN,1952-05-15,0.19614315
China,CHN,1952-06-15,-0.109895706
China,CHN,1952-07-15,-0.38716698
China,CHN,1952-08-15,-0.97720337
China,CHN,1952-09-15,-0.31685925
China,CHN,1952-10-15,-1.1492281
China,CHN,1952-11-15,-0.55717236
China,CHN,1952-12-15,-2.8097138
China,CHN,1953-01-15,-1.6415682
China,CHN,1953-02-15,-1.111867
China,CHN,1953-03-15,0.2716174
China,CHN,1953-04-15,-1.8441625
China,CHN,1953-05-15,0.26575947
China,CHN,1953-06-15,0.35285568
China,CHN,1953-07-15,0.3541031
China,CHN,1953-08-15,0.28549385
China,CHN,1953-09-15,-0.09165001
China,CHN,1953-10-15,0.7074995
China,CHN,1953-11-15,-0.714053
China,CHN,1953-12-15,-0.12031984
China,CHN,1954-01-15,-0.93267727
China,CHN,1954-02-15,-0.69071007
China,CHN,1954-03-15,-2.7074876
China,CHN,1954-04-15,-0.6680074
China,CHN,1954-05-15,-1.4849586
China,CHN,1954-06-15,-1.1407471
China,CHN,1954-07-15,-0.92071915
China,CHN,1954-08-15,-0.3604107
China,CHN,1954-09-15,0.16248608
China,CHN,1954-10-15,-0.9400945
China,CHN,1954-11-15,-0.009328768
China,CHN,1954-12-15,-4.0489593
China,CHN,1955-01-15,-3.0109959
China,CHN,1955-02-15,-1.521132
China,CHN,1955-03-15,-1.3109559
China,CHN,1955-04-15,-3.0005665
China,CHN,1955-05-15,-1.4564161
China,CHN,1955-06-15,-0.6614418
China,CHN,1955-07-15,-0.9060974
China,CHN,1955-08-15,-0.38503265
China,CHN,1955-09-15,0.19264984
China,CHN,1955-10-15,-0.44393158
China,CHN,1955-11-15,-1.0103697
China,CHN,1955-12-15,1.4298644
China,CHN,1956-01-15,-2.2816792
China,CHN,1956-02-15,-1.7900825
China,CHN,1956-03-15,-1.3223752
China,CHN,1956-04-15,-0.72968054
China,CHN,1956-05-15,-0.9549608
China,CHN,1956-06-15,-0.7862568
China,CHN,1956-07-15,-0.5596447
China,CHN,1956-08-15,-0.9147301
China,CHN,1956-09-15,-0.43114758
China,CHN,1956-10-15,-1.6611772
China,CHN,1956-11-15,-3.156175
China,CHN,1956-12-15,-3.009914
China,CHN,1957-01-15,-1.4562101
China,CHN,1957-02-15,-4.7428107
China,CHN,1957-03-15,-2.3876307
China,CHN,1957-04-15,-1.6806355
China,CHN,1957-05-15,-2.1607075
China,CHN,1957-06-15,-1.4289188
China,CHN,1957-07-15,-0.96546173
China,CHN,1957-08-15,-0.9334049
China,CHN,1957-09-15,-1.6726446
China,CHN,1957-10-15,-1.5279355
China,CHN,1957-11-15,0.053862512
China,CHN,1957-12-15,0.22248316
China,CHN,1958-01-15,-1.2865791
China,CHN,1958-02-15,-1.8833799
China,CHN,1958-03-15,-0.6522367
China,CHN,1958-04-15,-0.09174347
China,CHN,1958-05-15,-1.4914637
China,CHN,1958-06-15,-0.8074131
China,CHN,1958-07-15,-0.14686012
China,CHN,1958-08-15,-1.495512
China,CHN,1958-09-15,-0.4656496
China,CHN,1958-10-15,-1.2620368
China,CHN,1958-11-15,-0.16382179
China,CHN,1958-12-15,1.4733486
China,CHN,1959-01-15,-0.89355946
China,CHN,1959-02-15,-1.2117243
China,CHN,1959-03-15,-0.27572966
China,CHN,1959-04-15,-0.29911995
China,CHN,1959-05-15,-1.6265697
China,CHN,1959-06-15,-1.259676
China,CHN,1959-07-15,-0.44348335
China,CHN,1959-08-15,-0.32761574
China,CHN,1959-09-15,-0.6016321
China,CHN,1959-10-15,0.42894077
China,CHN,1959-11-15,-1.7305393
China,CHN,1959-12-15,-0.5089388
China,CHN,1960-01-15,-1.203062
China,CHN,1960-02-15,1.3174226
